              Grid  1               
000 900 002 		814 976 532 
050 123 400 		659 123 478 
030 000 160 		732 854 169 

908 000 000 		948 265 317 
070 000 090 	=>	275 341 896 
000 000 205 		163 798 245 

091 000 050 		391 682 754 
007 439 020 		587 439 621 
400 007 000 		426 517 983 

              Grid 42               
380 000 000 		384 567 921 
000 400 785 		126 439 785 
009 020 300 		759 821 346 

060 090 000 		563 798 214 
800 302 009 	=>	847 312 659 
000 040 070 		912 645 873 

001 070 500 		231 974 568 
495 006 000 		495 286 137 
000 000 092 		678 153 492 

              Grid 43               
000 158 000 		469 158 372 
002 060 800 		712 463 859 
030 000 040 		538 297 641 

027 030 510 		927 634 518 
000 000 000 	=>	385 719 426 
046 080 790 		146 582 793 

050 000 080 		653 941 287 
004 070 100 		294 876 135 
000 325 000 		871 325 964 

              Grid 44               
010 500 200 		316 549 278 
900 001 000 		987 321 645 
002 008 030 		452 678 931 

500 030 007 		594 236 817 
008 000 500 	=>	238 417 569 
600 080 004 		671 985 324 

040 100 700 		845 162 793 
000 700 006 		129 753 486 
003 004 050 		763 894 152 

              Grid 45               
080 000 040 		586 127 943 
000 469 000 		723 469 851 
400 000 007 		491 853 267 

005 904 600 		135 974 628 
070 608 030 	=>	279 618 534 
008 502 100 		648 532 179 

900 000 005 		917 246 385 
000 781 000 		352 781 496 
060 000 010 		864 395 712 

              Grid 46               
904 200 007 		954 213 687 
010 000 000 		617 548 923 
000 706 500 		832 796 541 

000 800 090 		763 851 294 
020 904 060 	=>	128 974 365 
040 002 000 		549 362 178 

001 607 000 		281 637 459 
000 000 030 		475 129 836 
300 005 702 		396 485 712 

              Grid 47               
000 700 800 		159 743 862 
006 000 031 		276 589 431 
040 002 000 		348 612 759 

024 070 000 		624 978 315 
010 030 080 	=>	917 235 684 
000 060 290 		583 164 297 

000 800 070 		435 821 976 
860 000 500 		861 497 523 
002 006 000 		792 356 148 

              Grid 48               
001 007 090 		861 357 294 
590 080 001 		597 482 361 
030 000 080 		432 619 785 

000 005 800 		916 275 843 
050 060 020 	=>	358 964 127 
004 100 000 		274 138 956 

080 000 030 		789 541 632 
100 020 079 		143 826 579 
020 700 400 		625 793 418 

              Grid 49               
000 003 017 		294 863 517 
015 009 008 		715 429 638 
060 000 000 		863 751 492 

100 007 000 		152 947 863 
009 000 200 	=>	479 386 251 
000 500 004 		638 512 974 

000 000 020 		986 134 725 
500 600 340 		521 678 349 
340 200 000 		347 295 186 

              Grid 50               
300 200 000 		351 286 497 
000 107 000 		492 157 638 
706 030 500 		786 934 512 

070 009 080 		275 469 183 
900 020 004 	=>	938 521 764 
010 800 050 		614 873 259 

009 040 301 		829 645 371 
000 702 000 		163 792 845 
000 008 006 		547 318 926 

